area,archivo,linea,riesgo,es_gate,contexto_rol,usa_helper,patron,codigo
backend,backend/modules/configuracion/repositories/config_asignaciones_repository.py,222,BAJO,NO,NO,NO,nombre_legacy:Usuario,"usuario = usuarios[0] if usuarios else {""id"": usuario_responsable_id, ""name"": ""Usuario"", ""email"": """"}"
backend,backend/modules/fase2_operativo/routes/notificaciones_routes.py,167,BAJO,NO,NO,NO,nombre_legacy:Usuario,"destinatario_nombre=usuario.get(""name"", ""Usuario"")"
backend,backend/modules/fase2_operativo/services/automatizacion_compras_service.py,255,BAJO,NO,NO,NO,nombre_legacy:Administrador,"roles_permitidos = [""Gerente"", ""Director"", ""Administrador""]"
backend,backend/modules/fase2_operativo/services/automatizacion_compras_service.py,311,BAJO,NO,NO,NO,nombre_legacy:Administrador,"roles_permitidos = [""Tesoreria"", ""Director"", ""Administrador""]"
backend,backend/modules/fase2_operativo/services/automatizacion_compras_service.py,365,BAJO,NO,NO,NO,nombre_legacy:Administrador,"roles_permitidos = [""Gerente"", ""Director"", ""Administrador""]"
backend,backend/modules/fase2_operativo/services/cargos_service.py,796,BAJO,NO,NO,NO,nombre_legacy:Usuario,"responsable_nombre = cargo.get(""responsable_nombre"", ""Usuario"")"
backend,backend/modules/fase2_operativo/services/excel_service.py,318,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""Usuario"", ""Fecha Justificación"""
backend,backend/modules/fase2_operativo/services/orquestador_service.py,308,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""nombre"": usuario.get(""name"", usuario.get(""email"", ""Usuario"")),"
backend,backend/modules/finanzas/cuentas_bancarias.py,69,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"roles_admin = ['superadmin', 'SuperAdministrador', 'admin', 'Director Finanzas']"
backend,backend/modules/finanzas/saldos_bancarios.py,65,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"roles_admin = ['superadmin', 'SuperAdministrador', 'admin', 'Director Finanzas']"
backend,backend/modules/manuales_operativos/service.py,237,BAJO,NO,NO,NO,nombre_legacy:Usuario,"usuario_nombre=usuarios.get(uid, ""Usuario""),"
backend,backend/modules/manuales_operativos/triggers.py,109,BAJO,NO,NO,NO,nombre_legacy:Usuario,"usuarios[u[""id""]] = u.get(""full_name"") or u.get(""email"", ""Usuario"")"
backend,backend/modules/manuales_operativos/triggers.py,231,BAJO,NO,NO,NO,nombre_legacy:Usuario,"usuarios[u[""id""]] = u.get(""full_name"") or u.get(""email"", ""Usuario"")"
backend,backend/routes/portal_proveedores.py,47,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador,"ADMIN_ROLES = ['SuperAdministrador', 'Administrador', 'SUPERADMIN', 'ADMIN', 'ADMINISTRADOR']"
backend,backend/server.py,1260,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"name: str  # ""Administrador"", ""Supervisor"", ""Usuario"""
backend,backend/server.py,14363,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""solicitante"": sol.get(""solicitante_nombre"", ""Usuario""),"
backend,backend/server.py,14415,BAJO,NO,NO,NO,nombre_legacy:Administrador,"""Administrador"": [""headcount"", ""incidencias"", ""validacion_rh"", ""maquilador"", ""autorizacion"", ""tesoreria""],"
backend,backend/server.py,14416,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"""Supervisor"": [""headcount"", ""incidencias"", ""validacion_rh"", ""autorizacion""],"
backend,backend/server.py,14577,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"""Gerencia"": [""Administrador"", ""Supervisor""],"
backend,backend/server.py,14578,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"""RH"": [""Administrador"", ""Supervisor""],"
backend,backend/server.py,14579,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"""Maquilador"": [""Administrador"", ""Supervisor"", ""Maquilador""],"
backend,backend/server.py,14580,BAJO,NO,NO,NO,nombre_legacy:Administrador,"""Tesorería"": [""Administrador"", ""Tesoreria""],"
backend,backend/server.py,14581,BAJO,NO,NO,NO,nombre_legacy:Administrador,"""Sistema"": [""Administrador""]"
backend,backend/tests/test_auth_mocks.py,37,BAJO,NO,SI,NO,nombre_legacy:Administrador,"""role"": ""Administrador"","
backend,backend/tests/test_auth_mocks.py,100,BAJO,SI,SI,NO,nombre_legacy:Administrador|Supervisor|Usuario,"assert user[""role""] in [""Administrador"", ""Supervisor"", ""Usuario""]"
backend,backend/tests/test_auth_service.py,35,BAJO,NO,SI,NO,nombre_legacy:Usuario,"role=""Usuario"""
backend,backend/tests/test_auth_service.py,60,BAJO,NO,SI,NO,nombre_legacy:Usuario,"role=""Usuario"""
backend,backend/tests/test_auth_service.py,91,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"","
backend,backend/tests/test_auth_service.py,114,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"","
backend,backend/tests/test_auth_service.py,150,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"","
backend,backend/tests/test_auth_service.py,170,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,188,BAJO,NO,SI,NO,nombre_legacy:Usuario,"regular_user = {""role"": ""Usuario"", ""id"": ""user-1""}"
backend,backend/tests/test_auth_service.py,205,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,220,BAJO,NO,SI,NO,nombre_legacy:Usuario,"regular_user = {""role"": ""Usuario"", ""id"": ""user-1""}"
backend,backend/tests/test_auth_service.py,233,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,259,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,275,BAJO,NO,SI,NO,nombre_legacy:Supervisor,"regular_user = {""role"": ""Supervisor"", ""id"": ""sup-1""}"
backend,backend/tests/test_auth_service.py,292,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,312,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,332,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,336,BAJO,NO,SI,NO,nombre_legacy:Administrador,"{""id"": ""role-1"", ""nombre"": ""Administrador""},"
backend,backend/tests/test_auth_service.py,337,BAJO,NO,SI,NO,nombre_legacy:Usuario,"{""id"": ""role-2"", ""nombre"": ""Usuario""}"
backend,backend/tests/test_auth_service.py,350,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,355,BAJO,NO,SI,NO,nombre_legacy:Administrador,"{""id"": ""role-1"", ""nombre"": ""Administrador""},"
backend,backend/tests/test_auth_service.py,356,BAJO,NO,SI,NO,nombre_legacy:Supervisor,"{""id"": ""role-2"", ""nombre"": ""Supervisor""},"
backend,backend/tests/test_auth_service.py,357,BAJO,NO,SI,NO,nombre_legacy:Usuario,"{""id"": ""role-3"", ""nombre"": ""Usuario""}"
backend,backend/tests/test_auth_service.py,371,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,388,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,404,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,425,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_auth_service.py,430,BAJO,NO,NO,NO,nombre_legacy:Administrador,"""nombre"": ""Administrador"","
backend,backend/tests/test_auth_service.py,445,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin_user = {""role"": ""Administrador"", ""id"": ""admin-1""}"
backend,backend/tests/test_catalogos_rrhh.py,66,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] in [""Administrador"", ""admin""], f""Expected admin role, got {data['user']['role']}"""
backend,backend/tests/test_config_asignaciones.py,79,BAJO,SI,SI,NO,nombre_legacy:SuperAdministrador,"assert data[""user""][""role""] == ""SuperAdministrador"""
backend,backend/tests/test_config_asignaciones.py,413,BAJO,NO,SI,NO,nombre_legacy:SuperAdministrador,"superadmin = next((u for u in users if u[""role""] == ""SuperAdministrador""), None)"
backend,backend/tests/test_core_security.py,94,BAJO,NO,SI,NO,nombre_legacy:Usuario,"token = create_token(""user-123"", ""test@test.com"", ""Usuario"")"
backend,backend/tests/test_core_security.py,104,BAJO,NO,SI,NO,nombre_legacy:Administrador,"token = create_token(""user-123"", ""test@test.com"", ""Administrador"")"
backend,backend/tests/test_core_security.py,121,BAJO,NO,SI,NO,nombre_legacy:Supervisor,"role = ""Supervisor"""
backend,backend/tests/test_core_security.py,135,BAJO,NO,SI,NO,nombre_legacy:Usuario,"token = create_token(""user-123"", ""test@test.com"", ""Usuario"")"
backend,backend/tests/test_core_security.py,154,BAJO,NO,SI,NO,nombre_legacy:Usuario,"token = create_token(""user-123"", ""test@test.com"", ""Usuario"")"
backend,backend/tests/test_core_security.py,167,BAJO,NO,SI,NO,nombre_legacy:Usuario,"{""user_id"": ""fake"", ""email"": ""fake@fake.com"", ""role"": ""Usuario"", ""exp"": datetime.now(timezone.utc) + timedelta(hours=1)},"
backend,backend/tests/test_core_security.py,185,BAJO,NO,SI,NO,nombre_legacy:Usuario,"{""user_id"": ""user"", ""email"": ""test@test.com"", ""role"": ""Usuario"", ""exp"": datetime.now(timezone.utc) - timedelta(hours=1)},"
backend,backend/tests/test_core_security.py,228,BAJO,NO,SI,NO,nombre_legacy:Administrador,"""role"": ""Administrador"","
backend,backend/tests/test_core_security.py,242,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"","
backend,backend/tests/test_core_security.py,256,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"","
backend,backend/tests/test_core_security.py,270,BAJO,NO,SI,NO,nombre_legacy:Supervisor,"""role"": ""Supervisor"","
backend,backend/tests/test_core_security.py,285,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"","
backend,backend/tests/test_core_security.py,300,BAJO,NO,SI,NO,nombre_legacy:Administrador,"admin = {""role"": ""Administrador"", ""allowed_servers"": []}"
backend,backend/tests/test_core_security.py,317,BAJO,NO,SI,NO,nombre_legacy:Usuario,"user = {""role"": ""Usuario"", ""allowed_servers"": [""s1"", ""s3""]}"
backend,backend/tests/test_core_security.py,335,BAJO,NO,SI,NO,nombre_legacy:Usuario,"user = {""role"": ""Usuario"", ""allowed_servers"": [""s1""]}"
backend,backend/tests/test_inventory_analysis_filters.py,41,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] == ""Administrador"""
backend,backend/tests/test_permissions_v5.py,43,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] == ""Administrador"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,60,BAJO,SI,SI,NO,nombre_legacy:SuperAdministrador,"assert data[""user""][""role""] == ""SuperAdministrador"", f""Expected SuperAdministrador, got {data['user']['role']}"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,72,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] == ""Administrador"", f""Expected Administrador, got {data['user']['role']}"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,84,BAJO,SI,SI,NO,nombre_legacy:Usuario,"assert data[""user""][""role""] == ""Usuario"", f""Expected Usuario, got {data['user']['role']}"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,94,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario""  # Required field per schema"
backend,backend/tests/test_rbac_fase11_post_endpoints.py,145,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,165,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,184,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"""
backend,backend/tests/test_rbac_fase11_post_endpoints.py,200,BAJO,NO,SI,NO,nombre_legacy:Usuario,"""role"": ""Usuario"""
backend,backend/tests/test_rbac_fase2d.py,159,BAJO,NO,NO,NO,nombre_legacy:Administrador,"""usuario_rol"": ""Administrador"","
backend,backend/tests/test_rbac_fase2d.py,175,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""usuario_rol"": ""Usuario"","
backend,backend/tests/test_rbac_fase2d.py,191,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""usuario_rol"": ""Usuario"","
backend,backend/tests/test_rbac_fase2d.py,207,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""usuario_rol"": ""Usuario"","
backend,backend/tests/test_rbac_fase2d.py,271,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""usuario_rol"": ""Usuario"","
backend,backend/tests/test_rbac_fase2d.py,287,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""usuario_rol"": ""Usuario"","
backend,backend/tests/test_rbac_helper.py,22,BAJO,NO,SI,NO,nombre_legacy:Administrador,# role = NombreRol 'Administrador' -> 'ADMINISTRADOR' en BYPASS_ROLES
backend,backend/tests/test_rbac_helper.py,23,BAJO,NO,SI,NO,nombre_legacy:Administrador,"r = asyncio.run(verificar_permiso_rbac({""role"": ""Administrador"", ""UsuarioID"": 1}, ""SISTEMA_USUARIOS_VER""))"
backend,backend/tests/test_rbac_helper.py,33,BAJO,SI,SI,NO,nombre_legacy:SuperAdministrador,"assert _extract_role({""role"": ""SuperAdministrador""}) == ""SUPERADMINISTRADOR"""
backend,backend/tests/test_rbac_helpers_canonicos.py,6,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"al SUPERADMIN en gates '== Administrador' / ['Administrador','Supervisor']."
backend,backend/tests/test_rbac_helpers_canonicos.py,21,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert get_role_code({""role"": ""SuperAdministrador""}) == ""SUPERADMIN"""
backend,backend/tests/test_rbac_helpers_canonicos.py,23,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert get_role_code({""role"": ""Administrador""}) == ""ADMIN"""
backend,backend/tests/test_rbac_helpers_canonicos.py,25,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert get_role_code({""role"": ""Supervisor""}) == ""SUPERVISOR"""
backend,backend/tests/test_rbac_helpers_canonicos.py,26,BAJO,SI,SI,SI,nombre_legacy:Usuario,"assert get_role_code({""role"": ""Usuario""}) == ""USUARIO"""
backend,backend/tests/test_rbac_helpers_canonicos.py,27,BAJO,SI,SI,SI,nombre_legacy:Visor,"assert get_role_code({""role"": ""Visor""}) == ""VISOR"""
backend,backend/tests/test_rbac_helpers_canonicos.py,32,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_superadmin({""role"": ""SuperAdministrador""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,34,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert not es_superadmin({""role"": ""Administrador""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,35,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert not es_superadmin({""role"": ""Supervisor""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,39,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_admin({""role"": ""SuperAdministrador""})   # superadmin pasa gates admin"
backend,backend/tests/test_rbac_helpers_canonicos.py,40,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert es_admin({""role"": ""Administrador""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,41,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert not es_admin({""role"": ""Supervisor""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,42,BAJO,SI,SI,SI,nombre_legacy:Usuario,"assert not es_admin({""role"": ""Usuario""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,43,BAJO,SI,SI,SI,nombre_legacy:Visor,"assert not es_admin({""role"": ""Visor""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,47,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_supervisor_o_superior({""role"": ""SuperAdministrador""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,48,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert es_supervisor_o_superior({""role"": ""Administrador""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,49,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert es_supervisor_o_superior({""role"": ""Supervisor""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,50,BAJO,SI,SI,SI,nombre_legacy:Usuario,"assert not es_supervisor_o_superior({""role"": ""Usuario""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,51,BAJO,SI,SI,SI,nombre_legacy:Visor,"assert not es_supervisor_o_superior({""role"": ""Visor""})"
backend,backend/tests/test_rbac_helpers_canonicos.py,63,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_superadmin({""rol"": ""SuperAdministrador""})"
backend,backend/tests/test_rbac_p1_hardening_gates.py,27,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert get_role_code({""role"": ""SuperAdministrador""}) == ""SUPERADMIN"""
backend,backend/tests/test_rbac_p1_hardening_gates.py,28,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert get_role_code({""role"": ""Administrador""}) == ""ADMIN"""
backend,backend/tests/test_rbac_p1_hardening_gates.py,29,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert get_role_code({""role"": ""Supervisor""}) == ""SUPERVISOR"""
backend,backend/tests/test_rbac_p1_hardening_gates.py,31,BAJO,SI,SI,SI,nombre_legacy:Usuario,"assert get_role_code({""role"": ""Usuario""}) == ""USUARIO"""
backend,backend/tests/test_rbac_p1_hardening_gates.py,35,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_superadmin({""role"": ""SuperAdministrador""}) is True"
backend,backend/tests/test_rbac_p1_hardening_gates.py,36,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert es_superadmin({""role"": ""Administrador""}) is False"
backend,backend/tests/test_rbac_p1_hardening_gates.py,37,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert es_superadmin({""role"": ""Supervisor""}) is False"
backend,backend/tests/test_rbac_p1_hardening_gates.py,41,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_admin({""role"": ""SuperAdministrador""}) is True"
backend,backend/tests/test_rbac_p1_hardening_gates.py,42,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert es_admin({""role"": ""Administrador""}) is True"
backend,backend/tests/test_rbac_p1_hardening_gates.py,43,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert es_admin({""role"": ""Supervisor""}) is False"
backend,backend/tests/test_rbac_p1_hardening_gates.py,44,BAJO,SI,SI,SI,nombre_legacy:Usuario,"assert es_admin({""role"": ""Usuario""}) is False"
backend,backend/tests/test_rbac_p1_hardening_gates.py,48,BAJO,SI,SI,SI,nombre_legacy:SuperAdministrador,"assert es_supervisor_o_superior({""role"": ""SuperAdministrador""}) is True"
backend,backend/tests/test_rbac_p1_hardening_gates.py,49,BAJO,SI,SI,SI,nombre_legacy:Administrador,"assert es_supervisor_o_superior({""role"": ""Administrador""}) is True"
backend,backend/tests/test_rbac_p1_hardening_gates.py,50,BAJO,SI,SI,SI,nombre_legacy:Supervisor,"assert es_supervisor_o_superior({""role"": ""Supervisor""}) is True"
backend,backend/tests/test_rbac_p1_hardening_gates.py,51,BAJO,SI,SI,SI,nombre_legacy:Usuario,"assert es_supervisor_o_superior({""role"": ""Usuario""}) is False"
backend,backend/tests/test_rbac_p1_hardening_gates.py,62,BAJO,NO,SI,NO,nombre_legacy:Administrador,"r = V.validate_for_explorer(""SELECT 1"", user_role=""Administrador"")"
backend,backend/tests/test_rbac_p1_hardening_gates.py,65,BAJO,NO,SI,NO,nombre_legacy:Usuario,"r = V.validate_for_explorer(""SELECT 1"", user_role=""Usuario"")"
backend,backend/tests/test_rbac_p1_hardening_gates.py,81,BAJO,NO,SI,NO,nombre_legacy:Administrador,"'role == ""Administrador""',"
backend,backend/tests/test_rbac_p1_hardening_gates.py,82,BAJO,NO,SI,NO,nombre_legacy:Administrador,"'role != ""Administrador""',"
backend,backend/tests/test_rbac_p1_hardening_gates.py,83,BAJO,NO,SI,NO,nombre_legacy:Administrador|Supervisor,"'role not in [""Supervisor"", ""Administrador""]',"
backend,backend/tests/test_rbac_p1_hardening_gates.py,84,BAJO,NO,SI,NO,nombre_legacy:Supervisor,"'role == ""Supervisor""',"
backend,backend/tests/test_rbac_p1_hardening_gates.py,95,BAJO,SI,SI,NO,nombre_legacy:SuperAdministrador|Administrador,"assert ""if role in ['SuperAdministrador', 'Administrador']:"" not in src"
backend,backend/tests/test_rbac_p1_hardening_gates.py,96,BAJO,SI,SI,NO,nombre_legacy:SuperAdministrador|Administrador,"assert ""user_role not in ['Administrador', 'SuperAdministrador']"" not in src"
backend,backend/tests/test_rol_canonicidad_normalize_user.py,6,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"por igualdad contra el NombreRol legacy ('SuperAdministrador'). Con CodigoRol, esos"
backend,backend/tests/test_rol_canonicidad_normalize_user.py,37,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"u = _norm(""SUPERADMIN"", ""SuperAdministrador"")"
backend,backend/tests/test_rol_canonicidad_normalize_user.py,38,BAJO,SI,SI,NO,nombre_legacy:SuperAdministrador,"assert u[""role""] == ""SuperAdministrador""  # lo que esperan los guards legacy"
backend,backend/tests/test_rol_canonicidad_normalize_user.py,45,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"""SUPERADMIN"": ""SuperAdministrador"","
backend,backend/tests/test_rol_canonicidad_normalize_user.py,46,BAJO,NO,NO,NO,nombre_legacy:Administrador,"""ADMIN"": ""Administrador"","
backend,backend/tests/test_rol_canonicidad_normalize_user.py,47,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"""SUPERVISOR"": ""Supervisor"","
backend,backend/tests/test_rol_canonicidad_normalize_user.py,48,BAJO,NO,NO,NO,nombre_legacy:Usuario,"""USUARIO"": ""Usuario"","
backend,backend/tests/test_rol_canonicidad_normalize_user.py,49,BAJO,NO,NO,NO,nombre_legacy:Visor,"""VISOR"": ""Visor"","
backend,backend/tests/test_rol_canonicidad_normalize_user.py,65,BAJO,SI,SI,NO,nombre_legacy:Usuario,"assert u[""role""] == ""Usuario"""
backend,backend/tests/test_sistema_tareas.py,34,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] == ""Administrador"""
backend,backend/tests/test_sistema_tareas.py,46,BAJO,SI,SI,NO,nombre_legacy:Supervisor,"assert data[""user""][""role""] == ""Supervisor"""
backend,backend/tests/test_sistema_tareas.py,206,BAJO,NO,SI,NO,nombre_legacy:Administrador,"test_user = next((u for u in usuarios if u[""role""] != ""Administrador""), None)"
backend,backend/tests/test_sucursales_permissions.py,74,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] == ""Administrador"""
backend,backend/tests/test_user_permissions.py,91,BAJO,SI,SI,NO,nombre_legacy:Administrador,"assert data[""user""][""role""] == ""Administrador"""
backend,backend/tests/test_user_permissions.py,228,BAJO,SI,SI,NO,nombre_legacy:Administrador,"if user_data.get(""role"") != ""Administrador"":"
backend,backend/tests/test_user_permissions.py,247,BAJO,NO,SI,NO,nombre_legacy:Administrador,"non_admin_user = next((u for u in users if u.get(""role"") != ""Administrador""), None)"
frontend,frontend/src/components/ModalSolicitudCatalogo.jsx,31,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"opciones: ['Operativo', 'Supervisor', 'Gerencial', 'Directivo'] }"
frontend,frontend/src/components/ModalSolicitudCatalogo.jsx,47,BAJO,NO,NO,NO,nombre_legacy:Dirección,"{ id: 'direccion', label: 'Dirección', tipo: 'text', requerido: false },"
frontend,frontend/src/components/admin/RolesList.jsx,13,BAJO,NO,NO,NO,nombre_legacy:Administrador,"{ id: 1, nombre_rol: 'Administrador', activo: true, permisos: ['all'] },"
frontend,frontend/src/components/admin/RolesList.jsx,14,BAJO,NO,NO,NO,nombre_legacy:Usuario,"{ id: 2, nombre_rol: 'Usuario', activo: true, permisos: ['read'] },"
frontend,frontend/src/components/admin/RolesList.jsx,15,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"{ id: 3, nombre_rol: 'Supervisor', activo: true, permisos: ['read', 'write'] }"
frontend,frontend/src/components/fase2_operativo/ResponsabilidadAccionesModal.jsx,80,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"{ value: 'SUPERVISOR', label: 'Supervisor' },"
frontend,frontend/src/components/fase2_operativo/ResponsabilidadAccionesModal.jsx,82,BAJO,NO,NO,NO,nombre_legacy:Dirección,"{ value: 'DIRECCION', label: 'Dirección' }"
frontend,frontend/src/config/enterpriseMenuConfig.js,153,BAJO,NO,NO,NO,nombre_legacy:Dirección,"section: ""Dirección"","
frontend,frontend/src/contexts/AuthContext.jsx,200,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"const roles = ['Usuario', 'Supervisor', 'Administrador'];"
frontend,frontend/src/lib/auth.js,42,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador|Supervisor|Usuario,"const roles = ['Usuario', 'Supervisor', 'Administrador', 'SuperAdministrador'];"
frontend,frontend/src/pages/Layout.js,272,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,278,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,284,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,290,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,296,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,302,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,308,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,316,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
