archivo,linea,riesgo,patrones,codigo
/app/backend/modules/configuracion/repositories/config_asignaciones_repository.py,345,BAJO,Usuario,"UsuarioResponsableNombre as nombre,"
/app/backend/modules/configuracion/repositories/config_asignaciones_repository.py,346,BAJO,Usuario,"UsuarioResponsableEmail as email,"
/app/backend/modules/configuracion/services/almacenes_sync_service.py,99,BAJO,Usuario,user: Usuario autenticado (para validación RBAC en context_resolver)
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,8,BAJO,USUARIO,UNIDAD DE NEGOCIO + ALMACÉN → USUARIO RESPONSABLE
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,13,BAJO,Usuario,3. RBAC: Usuario solo opera en su alcance
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,121,BAJO,"SuperAdministrador, Administrador",4. Tenga al menos un rol activo (excepto SuperAdministrador)
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,129,BAJO,Usuario,"raise HTTPException(status_code=400, detail=""Usuario responsable no encontrado"")"
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,330,BAJO,Usuario,- Usuario autenticado tiene alcance sobre la unidad
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,332,BAJO,Usuario,"- Usuario responsable existe, está activo, tiene alcance y rol"
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,476,BAJO,Usuario,"detail=""Ya existe una asignación con esta combinación de Unidad/Almacén/Usuario"""
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,641,BAJO,"SUPERADMIN, ADMIN",SOLO SUPERADMINISTRADOR.
/app/backend/modules/configuracion/routes/config_asignaciones_routes.py,653,BAJO,"SuperAdministrador, Administrador","raise HTTPException(status_code=403, detail=""Solo SuperAdministrador puede sincronizar almacenes"")"
/app/backend/modules/consultas_sql/models.py,152,BAJO,Usuario,"usuario_creacion_id=row.get('UsuarioCreacionID'),"
/app/backend/modules/consultas_sql/models.py,284,BAJO,Usuario,"usuario_creacion_id=row.get('UsuarioCreacionID'),"
/app/backend/modules/consultas_sql/models.py,286,BAJO,Usuario,"usuario_modificacion_id=row.get('UsuarioModificacionID'),"
/app/backend/modules/catalogos/routes.py,55,ALTO,"SuperAdministrador, Administrador","if role in ['Administrador', 'SuperAdministrador']:"
/app/backend/modules/catalogos/routes.py,58,ALTO,Supervisor,"if role == 'Supervisor' and permiso in [PERM_SISTEMAS_SOLICITAR, PERM_SISTEMAS_CREAR, PERM_SISTEMAS_EDITAR]:"
/app/backend/modules/catalogos/routes.py,287,BAJO,Administrador,Requiere: Administrador
/app/backend/modules/catalogos/routes.py,589,BAJO,"Administrador, Supervisor",Requiere rol: Administrador o Supervisor
/app/backend/modules/catalogos/routes.py,618,BAJO,"Administrador, Supervisor",Requiere rol: Administrador o Supervisor
/app/backend/modules/catalogos/routes.py,644,BAJO,Administrador,Requiere rol: Administrador
/app/backend/modules/catalogos/routes.py,663,BAJO,Administrador,Requiere rol: Administrador
/app/backend/modules/catalogos/routes.py,695,BAJO,Administrador,Requiere rol: Administrador
/app/backend/modules/catalogos/routes.py,722,BAJO,Administrador,Requiere rol: Administrador
/app/backend/modules/catalogos/schemas.py,131,BAJO,Usuario,"{""tabla"": ""Usuario_Roles"", ""nombre"": ""Roles"", ""nuevo"": False},"
/app/backend/modules/catalogos/schemas.py,132,BAJO,Usuario,"{""tabla"": ""Usuario_Modulos"", ""nombre"": ""Módulos"", ""nuevo"": False},"
/app/backend/modules/catalogos/schemas.py,133,BAJO,Usuario,"{""tabla"": ""Usuario_TiposAutorizacion"", ""nombre"": ""Tipos de Autorización"", ""nuevo"": False},"
/app/backend/modules/catalogos/schemas.py,550,BAJO,Usuario,"""Usuario_Roles"": {"
/app/backend/modules/catalogos/schemas.py,557,BAJO,Usuario,"""Usuario_Modulos"": {"
/app/backend/modules/catalogos/schemas.py,564,BAJO,Usuario,"""Usuario_TiposAutorizacion"": {"
/app/backend/modules/auth/service.py,10,BAJO,Usuario,"or payload.get(""IDUsuario"")"
/app/backend/modules/auth/service.py,113,BAJO,Usuario,"raise HTTPException(status_code=401, detail=""Usuario inactivo"")"
/app/backend/modules/auth/service.py,160,BAJO,Usuario,"'Usuario': 1,"
/app/backend/modules/auth/service.py,161,BAJO,Supervisor,"'Supervisor': 2,"
/app/backend/modules/auth/service.py,162,BAJO,Administrador,"'Administrador': 3,"
/app/backend/modules/auth/service.py,163,BAJO,"SuperAdministrador, Administrador","'SuperAdministrador': 100,  # Rol máximo del sistema"
/app/backend/modules/auth/service.py,165,BAJO,USUARIO,"'USUARIO': 1,"
/app/backend/modules/auth/service.py,166,BAJO,"SUPERVISOR, VISOR","'SUPERVISOR': 2,"
/app/backend/modules/auth/service.py,167,BAJO,ADMIN,"'ADMIN': 3,"
/app/backend/modules/auth/service.py,168,BAJO,"SUPERADMIN, ADMIN","'SUPERADMIN': 100,"
/app/backend/modules/auth/service.py,187,BAJO,"SuperAdministrador, Administrador",- SuperAdministrador puede gestionar a cualquiera
/app/backend/modules/auth/service.py,188,BAJO,"SuperAdministrador, Administrador",- Administrador puede gestionar a usuarios de menor nivel (no SuperAdministrador)
/app/backend/modules/auth/service.py,189,BAJO,"SuperAdministrador, Administrador",- Nadie puede modificar a un SuperAdministrador excepto otro SuperAdministrador
/app/backend/modules/auth/service.py,209,BAJO,USUARIO,FASE 9: Protección con permiso RBAC SISTEMA_USUARIOS_VER + fallback legacy.
/app/backend/modules/auth/service.py,214,BAJO,Administrador,2. Si NO tiene RBAC pero role_level >= 3 (Administrador+) → ACCESO (fallback legacy)
/app/backend/modules/auth/service.py,218,BAJO,"SuperAdministrador, Administrador",1. SuperAdministrador → ve todos
/app/backend/modules/auth/service.py,228,BAJO,USUARIO,"tiene_permiso_rbac = await verificar_permiso_rbac(current_user, 'SISTEMA_USUARIOS_VER')"
/app/backend/modules/auth/service.py,233,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,241,BAJO,Usuario,"logger.info(f""GET /api/users - Usuario: {current_user.get('email')}, """
/app/backend/modules/auth/service.py,256,BAJO,USUARIO,FASE 10: Protección con permiso RBAC SISTEMA_USUARIOS_EDITAR + fallback legacy.
/app/backend/modules/auth/service.py,260,BAJO,"SuperAdministrador, Administrador","HTTPException 403: Si no tiene permisos, está fuera de alcance, o intenta modificar un SuperAdministrador"
/app/backend/modules/auth/service.py,264,BAJO,USUARIO,"tiene_permiso_rbac = await verificar_permiso_rbac(current_user, 'SISTEMA_USUARIOS_EDITAR')"
/app/backend/modules/auth/service.py,269,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,275,BAJO,Usuario,"raise HTTPException(status_code=404, detail=""Usuario no encontrado"")"
/app/backend/modules/auth/service.py,281,BAJO,"SuperAdministrador, Administrador","detail=""No tiene permisos para modificar usuarios SuperAdministrador"""
/app/backend/modules/auth/service.py,301,ALTO,"SuperAdministrador, Administrador",if 'role' in user_data and user_data['role'] == 'SuperAdministrador':
/app/backend/modules/auth/service.py,305,BAJO,"SuperAdministrador, Administrador","detail=""Solo un SuperAdministrador puede asignar el rol SuperAdministrador"""
/app/backend/modules/auth/service.py,318,BAJO,Usuario,"return {""message"": ""Usuario actualizado""}"
/app/backend/modules/auth/service.py,325,BAJO,USUARIO,FASE 10: Protección con permiso RBAC SISTEMA_USUARIOS_ELIMINAR + fallback legacy.
/app/backend/modules/auth/service.py,329,BAJO,"SuperAdministrador, Administrador","HTTPException 403: Si no tiene permisos, está fuera de alcance, o intenta eliminar un SuperAdministrador"
/app/backend/modules/auth/service.py,333,BAJO,USUARIO,"tiene_permiso_rbac = await verificar_permiso_rbac(current_user, 'SISTEMA_USUARIOS_ELIMINAR')"
/app/backend/modules/auth/service.py,338,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,344,BAJO,Usuario,"raise HTTPException(status_code=404, detail=""Usuario no encontrado"")"
/app/backend/modules/auth/service.py,350,BAJO,"SuperAdministrador, Administrador","detail=""No tiene permisos para eliminar usuarios SuperAdministrador"""
/app/backend/modules/auth/service.py,369,BAJO,Usuario,"return {""message"": ""Usuario desactivado""}"
/app/backend/modules/auth/service.py,377,BAJO,Usuario,- Usuario_ServidoresAsignacion
/app/backend/modules/auth/service.py,378,BAJO,Usuario,- Usuario_SucursalesAsignacion
/app/backend/modules/auth/service.py,379,BAJO,Usuario,- Usuario_AlmacenesAsignacion
/app/backend/modules/auth/service.py,382,BAJO,"SuperAdministrador, Administrador",HTTPException 403: Si no tiene permisos o intenta modificar un SuperAdministrador
/app/backend/modules/auth/service.py,389,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,394,BAJO,Usuario,"raise HTTPException(status_code=404, detail=""Usuario no encontrado"")"
/app/backend/modules/auth/service.py,400,BAJO,"SuperAdministrador, Administrador","detail=""No tiene permisos para modificar permisos de usuarios SuperAdministrador"""
/app/backend/modules/auth/service.py,412,BAJO,Usuario,SELECT UsuarioID
/app/backend/modules/auth/service.py,413,BAJO,Usuario,FROM Usuario_Catalogo
/app/backend/modules/auth/service.py,414,BAJO,Usuario,"WHERE (UsuarioID = TRY_CONVERT(INT, %s)"
/app/backend/modules/auth/service.py,422,BAJO,Usuario,"raise HTTPException(status_code=404, detail=""Usuario no encontrado en SQL"")"
/app/backend/modules/auth/service.py,425,BAJO,Usuario,modificado_por = None  # TODO: Obtener UsuarioID del current_user si se desea
/app/backend/modules/auth/service.py,433,BAJO,Usuario,UPDATE Usuario_ServidoresAsignacion
/app/backend/modules/auth/service.py,436,BAJO,Usuario,WHERE UsuarioID = %s AND Activo = 1
/app/backend/modules/auth/service.py,449,BAJO,Usuario,INSERT INTO Usuario_ServidoresAsignacion
/app/backend/modules/auth/service.py,450,BAJO,Usuario,"(UsuarioID, ServidorID, LegacyMongoValue, Activo, FechaCreacion, Observaciones)"
/app/backend/modules/auth/service.py,462,BAJO,Usuario,UPDATE Usuario_SucursalesAsignacion
/app/backend/modules/auth/service.py,465,BAJO,Usuario,WHERE UsuarioID = %s AND Activo = 1
/app/backend/modules/auth/service.py,480,BAJO,Usuario,INSERT INTO Usuario_SucursalesAsignacion
/app/backend/modules/auth/service.py,481,BAJO,Usuario,"(UsuarioID, ServidorID, SucursalCodigo, LegacyMongoValue, Activo, FechaCreacion, Observaciones)"
/app/backend/modules/auth/service.py,493,BAJO,Usuario,UPDATE Usuario_AlmacenesAsignacion
/app/backend/modules/auth/service.py,496,BAJO,Usuario,WHERE UsuarioID = %s AND Activo = 1
/app/backend/modules/auth/service.py,511,BAJO,Usuario,INSERT INTO Usuario_AlmacenesAsignacion
/app/backend/modules/auth/service.py,512,BAJO,Usuario,"(UsuarioID, ServidorID, AlmacenCodigo, LegacyMongoValue, Activo, FechaCreacion, Observaciones)"
/app/backend/modules/auth/service.py,535,BAJO,USUARIO,- Requiere permiso SISTEMA_USUARIOS_CREAR o fallback legacy
/app/backend/modules/auth/service.py,541,BAJO,Administrador,2. Si NO tiene RBAC pero role_level >= 3 (Administrador+) → ACCESO (fallback legacy)
/app/backend/modules/auth/service.py,546,BAJO,Usuario,current_user: Usuario que realiza la creación
/app/backend/modules/auth/service.py,556,BAJO,USUARIO,"tiene_permiso_rbac = await verificar_permiso_rbac(current_user, 'SISTEMA_USUARIOS_CREAR')"
/app/backend/modules/auth/service.py,561,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,568,BAJO,Usuario,"role = user_data.get('role', 'Usuario')"
/app/backend/modules/auth/service.py,575,ALTO,"SuperAdministrador, Administrador",if role == 'SuperAdministrador' and current_level < 100:
/app/backend/modules/auth/service.py,578,BAJO,"SuperAdministrador, Administrador","detail=""Solo un SuperAdministrador puede crear usuarios SuperAdministrador"""
/app/backend/modules/auth/service.py,611,BAJO,Usuario,"return {""message"": ""Usuario creado exitosamente"", ""user"": user_response}"
/app/backend/modules/auth/service.py,626,BAJO,Administrador,2. Si NO tiene RBAC pero role_level >= 3 (Administrador+) → ACCESO (fallback legacy)
/app/backend/modules/auth/service.py,638,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,658,BAJO,Administrador,2. Si NO tiene RBAC pero role_level >= 3 (Administrador+) → ACCESO (fallback legacy)
/app/backend/modules/auth/service.py,671,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,708,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/service.py,749,BAJO,Administrador,if current_level < 3:  # Mínimo Administrador
/app/backend/modules/auth/password_reset.py,11,BAJO,Usuario,"- Usuario_Catalogo: usuarios, email, PasswordHashTexto"
/app/backend/modules/auth/password_reset.py,12,BAJO,Usuario,- Usuario_TokensRecuperacion: tokens de reset
/app/backend/modules/auth/password_reset.py,13,BAJO,Usuario,- Usuario_RateLimitRecuperacion: rate limit por IP/email
/app/backend/modules/auth/password_reset.py,14,BAJO,Usuario,- Usuario_LogRecuperacion: auditoría de eventos
/app/backend/modules/auth/password_reset.py,23,BAJO,Usuario,- Usuario_Catalogo: Datos de usuarios
/app/backend/modules/auth/password_reset.py,24,BAJO,Usuario,- Usuario_TokensRecuperacion: Tokens de recuperación
/app/backend/modules/auth/password_reset.py,25,BAJO,Usuario,- Usuario_RateLimitRecuperacion: Rate limit (AUTH-RESET-P2)
/app/backend/modules/auth/password_reset.py,26,BAJO,Usuario,- Usuario_LogRecuperacion: Auditoría (AUTH-RESET-P2)
/app/backend/modules/auth/password_reset.py,151,BAJO,Usuario,FROM Usuario_RateLimitRecuperacion
/app/backend/modules/auth/password_reset.py,191,BAJO,Usuario,UPDATE Usuario_RateLimitRecuperacion
/app/backend/modules/auth/password_reset.py,203,BAJO,Usuario,DELETE FROM Usuario_RateLimitRecuperacion
/app/backend/modules/auth/password_reset.py,209,BAJO,Usuario,INSERT INTO Usuario_RateLimitRecuperacion
/app/backend/modules/auth/password_reset.py,246,BAJO,Usuario,INSERT INTO Usuario_LogRecuperacion
/app/backend/modules/auth/password_reset.py,273,BAJO,Usuario,Buscar usuario por email en Usuario_Catalogo (SQL).
/app/backend/modules/auth/password_reset.py,280,BAJO,Usuario,"UsuarioID,"
/app/backend/modules/auth/password_reset.py,285,BAJO,Usuario,FROM Usuario_Catalogo
/app/backend/modules/auth/password_reset.py,306,BAJO,Usuario,Buscar usuario por PublicUUID en Usuario_Catalogo (SQL).
/app/backend/modules/auth/password_reset.py,313,BAJO,Usuario,"UsuarioID,"
/app/backend/modules/auth/password_reset.py,318,BAJO,Usuario,FROM Usuario_Catalogo
/app/backend/modules/auth/password_reset.py,345,BAJO,Usuario,UPDATE Usuario_TokensRecuperacion
/app/backend/modules/auth/password_reset.py,349,BAJO,Usuario,WHERE UsuarioID = %s
/app/backend/modules/auth/password_reset.py,361,BAJO,Usuario,Guardar token hasheado en Usuario_TokensRecuperacion (SQL).
/app/backend/modules/auth/password_reset.py,368,BAJO,Usuario,INSERT INTO Usuario_TokensRecuperacion (
/app/backend/modules/auth/password_reset.py,369,BAJO,Usuario,"TokenHash, UsuarioID, Email, FechaExpiracion,"
/app/backend/modules/auth/password_reset.py,389,BAJO,Usuario,"UsuarioID,"
/app/backend/modules/auth/password_reset.py,392,BAJO,Usuario,FROM Usuario_TokensRecuperacion
/app/backend/modules/auth/password_reset.py,421,BAJO,Usuario,UPDATE Usuario_TokensRecuperacion
/app/backend/modules/auth/password_reset.py,436,BAJO,Usuario,Actualizar PasswordHashTexto en Usuario_Catalogo (SQL).
/app/backend/modules/auth/password_reset.py,442,BAJO,Usuario,UPDATE Usuario_Catalogo
/app/backend/modules/auth/password_reset.py,448,BAJO,Usuario,WHERE UsuarioID = %s
/app/backend/modules/auth/password_reset.py,470,BAJO,Usuario,- Usuario se busca en EDARSAHUB SQL
/app/backend/modules/auth/password_reset.py,471,BAJO,Usuario,- Token se guarda en Usuario_TokensRecuperacion (SQL)
/app/backend/modules/auth/password_reset.py,472,BAJO,Usuario,- Rate limit en Usuario_RateLimitRecuperacion (SQL)
/app/backend/modules/auth/password_reset.py,473,BAJO,Usuario,- Auditoría en Usuario_LogRecuperacion (SQL)
/app/backend/modules/auth/password_reset.py,582,BAJO,Usuario,- Password se actualiza en Usuario_Catalogo (SQL)
/app/backend/modules/auth/password_reset.py,583,BAJO,Usuario,- Auditoría en Usuario_LogRecuperacion (SQL)
/app/backend/modules/auth/password_reset.py,631,BAJO,Usuario,FROM Usuario_Catalogo
/app/backend/modules/auth/password_reset.py,632,BAJO,Usuario,WHERE UsuarioID = %s AND Activo = 1
/app/backend/modules/auth/repository.py,4,BAJO,Usuario,Repositorio de autenticación usando únicamente Usuario_Catalogo SQL.
/app/backend/modules/auth/repository.py,25,BAJO,Usuario,"""""""Obtiene usuario por email desde Usuario_Catalogo."""""""
/app/backend/modules/auth/repository.py,35,BAJO,Usuario,"uc.UsuarioID,"
/app/backend/modules/auth/repository.py,47,BAJO,Usuario,FROM dbo.Usuario_Catalogo uc
/app/backend/modules/auth/repository.py,48,BAJO,Usuario,LEFT JOIN dbo.Usuario_RolesAsignacion ura
/app/backend/modules/auth/repository.py,49,BAJO,Usuario,"ON ura.UsuarioID = uc.UsuarioID AND ISNULL(ura.Activo,1)=1 AND ISNULL(ura.EsPrincipal,0)=1"
/app/backend/modules/auth/repository.py,50,BAJO,Usuario,LEFT JOIN dbo.Usuario_Roles ur
/app/backend/modules/auth/repository.py,73,BAJO,Usuario,"""""""Obtiene usuario por ID desde Usuario_Catalogo."""""""
/app/backend/modules/auth/repository.py,84,BAJO,Usuario,"uc.UsuarioID,"
/app/backend/modules/auth/repository.py,96,BAJO,Usuario,FROM dbo.Usuario_Catalogo uc
/app/backend/modules/auth/repository.py,97,BAJO,Usuario,LEFT JOIN dbo.Usuario_RolesAsignacion ura
/app/backend/modules/auth/repository.py,98,BAJO,Usuario,"ON ura.UsuarioID = uc.UsuarioID AND ISNULL(ura.Activo,1)=1 AND ISNULL(ura.EsPrincipal,0)=1"
/app/backend/modules/auth/repository.py,99,BAJO,Usuario,LEFT JOIN dbo.Usuario_Roles ur
/app/backend/modules/auth/repository.py,101,BAJO,Usuario,"WHERE uc.UsuarioID = TRY_CONVERT(INT, %s)"
/app/backend/modules/auth/repository.py,135,BAJO,Usuario,"role = user.get(""NombreRol"") or user.get(""CodigoRol"") or ""Usuario"""
/app/backend/modules/auth/repository.py,138,BAJO,Usuario,"""id"": str(user.get(""PublicUUID"") or user.get(""MongoLegacyID"") or user.get(""UsuarioID"")),"
/app/backend/modules/auth/repository.py,139,BAJO,Usuario,"""UsuarioID"": user.get(""UsuarioID""),"
/app/backend/modules/auth/repository.py,149,BAJO,USUARIO,"""auth_source"": ""SQL_USUARIO_CATALOGO"","
/app/backend/modules/auth/repository.py,150,BAJO,Usuario,"""_sql_usuario_id"": user.get(""UsuarioID""),"
/app/backend/modules/auth/repository.py,199,BAJO,USUARIO,"role = user_data.get(""role"", ""USUARIO"")"
/app/backend/modules/auth/repository.py,209,BAJO,Usuario,INSERT INTO dbo.Usuario_Catalogo
/app/backend/modules/auth/repository.py,210,BAJO,Usuario,"(CodigoUsuario, Username, Email, PasswordHashTexto, Nombre, Apellidos, Activo, FechaAlta)"
/app/backend/modules/auth/repository.py,218,BAJO,Usuario,"cur.execute(""SELECT TOP 1 RolID FROM dbo.Usuario_Roles WHERE CodigoRol = %s OR LOWER(NombreRol) = LOWER(%s)"","
/app/backend/modules/auth/repository.py,224,BAJO,Usuario,INSERT INTO dbo.Usuario_RolesAsignacion
/app/backend/modules/auth/repository.py,225,BAJO,Usuario,"(UsuarioID, RolID, EsPrincipal, Activo, FechaInicio, CreatedAt)"
/app/backend/modules/auth/repository.py,277,BAJO,Usuario,"sql = f""UPDATE dbo.Usuario_Catalogo SET {', '.join(sets)} WHERE UsuarioID = TRY_CONVERT(INT, %s) OR LOWER(MongoLegacyID) = LOWER(%s) OR LOWER(PublicUUID) = LOWER(%s)"""
/app/backend/modules/auth/repository.py,298,BAJO,Usuario,UPDATE dbo.Usuario_Catalogo
/app/backend/modules/auth/repository.py,300,BAJO,Usuario,"WHERE UsuarioID = TRY_CONVERT(INT, %s) OR LOWER(MongoLegacyID) = LOWER(%s) OR LOWER(PublicUUID) = LOWER(%s)"
/app/backend/modules/auth/repository.py,318,BAJO,Usuario,"uc.UsuarioID, uc.Email, uc.Username, uc.Nombre, uc.Apellidos,"
/app/backend/modules/auth/repository.py,321,BAJO,Usuario,FROM dbo.Usuario_Catalogo uc
/app/backend/modules/auth/repository.py,322,BAJO,Usuario,LEFT JOIN dbo.Usuario_RolesAsignacion ura
/app/backend/modules/auth/repository.py,323,BAJO,Usuario,"ON ura.UsuarioID = uc.UsuarioID AND ISNULL(ura.Activo,1)=1 AND ISNULL(ura.EsPrincipal,0)=1"
/app/backend/modules/auth/repository.py,324,BAJO,Usuario,LEFT JOIN dbo.Usuario_Roles ur
/app/backend/modules/auth/repository.py,326,BAJO,Usuario,ORDER BY uc.UsuarioID
/app/backend/modules/auth/repository.py,363,BAJO,Usuario,"""""""Normaliza fila Usuario_Roles al shape que espera service.py."""""""
/app/backend/modules/auth/repository.py,385,BAJO,Usuario,"""""""Usuarios filtrados por empresas (alcance organizacional)."""""""
/app/backend/modules/auth/repository.py,391,BAJO,Usuario,"uc.UsuarioID, uc.Email, uc.Username, uc.Nombre, uc.Apellidos,"
/app/backend/modules/auth/repository.py,394,BAJO,Usuario,FROM dbo.Usuario_Catalogo uc
/app/backend/modules/auth/repository.py,395,BAJO,Usuario,INNER JOIN dbo.Usuario_RolesContexto urc
/app/backend/modules/auth/repository.py,396,BAJO,Usuario,"ON urc.UsuarioID = uc.UsuarioID AND ISNULL(urc.Activo,1)=1"
/app/backend/modules/auth/repository.py,397,BAJO,Usuario,LEFT JOIN dbo.Usuario_Roles ur ON ur.RolID = urc.RolID
/app/backend/modules/auth/repository.py,399,BAJO,Usuario,ORDER BY uc.UsuarioID
/app/backend/modules/auth/repository.py,424,BAJO,Usuario,FROM dbo.Usuario_Roles
/app/backend/modules/auth/repository.py,443,BAJO,Usuario,FROM dbo.Usuario_Roles
/app/backend/modules/auth/repository.py,464,BAJO,Usuario,FROM dbo.Usuario_Roles
/app/backend/modules/auth/repository.py,489,BAJO,Usuario,INSERT INTO dbo.Usuario_Roles
/app/backend/modules/auth/repository.py,520,BAJO,Usuario,"sql = f""UPDATE dbo.Usuario_Roles SET {', '.join(sets)} WHERE RolID = TRY_CONVERT(INT, %s)"""
/app/backend/modules/auth/repository.py,536,BAJO,Usuario,SELECT COUNT(DISTINCT urc.UsuarioID) AS total
/app/backend/modules/auth/repository.py,537,BAJO,Usuario,FROM dbo.Usuario_RolesContexto urc
/app/backend/modules/auth/repository.py,538,BAJO,Usuario,INNER JOIN dbo.Usuario_Roles r ON r.RolID = urc.RolID
/app/backend/modules/auth/repository.py,563,BAJO,Usuario,"cur.execute(""DELETE FROM dbo.Usuario_Roles WHERE RolID = TRY_CONVERT(INT, %s)"", (str(role_id),))"
/app/backend/modules/auth/context_service.py,18,BAJO,Usuario,- Usuario_Catalogo
/app/backend/modules/auth/context_service.py,19,BAJO,Usuario,- Usuario_Roles
/app/backend/modules/auth/context_service.py,20,BAJO,Usuario,- Usuario_RolesAsignacion
/app/backend/modules/auth/context_service.py,21,BAJO,Usuario,- Usuario_EmpresasAsignacion
/app/backend/modules/auth/context_service.py,58,BAJO,Usuario,Obtiene usuario por PublicUUID desde Usuario_Catalogo.
/app/backend/modules/auth/context_service.py,62,BAJO,Usuario,"UsuarioID,"
/app/backend/modules/auth/context_service.py,67,BAJO,Usuario,FROM Usuario_Catalogo
/app/backend/modules/auth/context_service.py,87,BAJO,Usuario,Obtiene rol del usuario desde Usuario_RolesAsignacion.
/app/backend/modules/auth/context_service.py,95,BAJO,Usuario,FROM Usuario_RolesAsignacion ra
/app/backend/modules/auth/context_service.py,96,BAJO,Usuario,JOIN Usuario_Roles r ON ra.RolID = r.RolID
/app/backend/modules/auth/context_service.py,97,BAJO,Usuario,WHERE ra.UsuarioID = %s AND ra.Activo = 1
/app/backend/modules/auth/context_service.py,127,BAJO,Usuario,FROM Usuario_EmpresasAsignacion ea
/app/backend/modules/auth/context_service.py,130,BAJO,Usuario,WHERE ea.UsuarioID = %s
/app/backend/modules/auth/context_service.py,161,BAJO,"SUPERADMIN, ADMIN",Obtiene todas las empresas activas (para SUPERADMIN/ADMIN).
/app/backend/modules/auth/context_service.py,248,BAJO,Usuario,FROM Usuario_ServidoresAsignacion
/app/backend/modules/auth/context_service.py,249,BAJO,Usuario,WHERE UsuarioID = %s AND Activo = 1
/app/backend/modules/auth/context_service.py,263,BAJO,Usuario,FROM Usuario_SucursalesAsignacion
/app/backend/modules/auth/context_service.py,264,BAJO,Usuario,WHERE UsuarioID = %s AND Activo = 1
/app/backend/modules/auth/context_service.py,313,BAJO,Usuario,rol_nombre = rol_info['nombre'] if rol_info else 'Usuario'
/app/backend/modules/auth/context_service.py,314,BAJO,USUARIO,rol_codigo = rol_info['codigo'] if rol_info else 'USUARIO'
/app/backend/modules/auth/context_service.py,317,MEDIO,"SUPERADMIN, ADMIN","tiene_acceso_global = rol_codigo in ('SUPERADMIN', 'ADMIN')"
/app/backend/modules/auth/context_service.py,398,BAJO,Usuario,rol_nombre = rol_info['nombre'] if rol_info else 'Usuario'
/app/backend/modules/auth/context_service.py,399,BAJO,USUARIO,rol_codigo = rol_info['codigo'] if rol_info else 'USUARIO'
/app/backend/modules/auth/context_service.py,402,MEDIO,"SUPERADMIN, ADMIN","tiene_acceso_global = rol_codigo in ('SUPERADMIN', 'ADMIN')"
/app/backend/modules/auth/context_service.py,409,BAJO,Usuario,return {'error': 'Usuario no tiene acceso a esta empresa'}
/app/backend/modules/auth/context_service.py,453,BAJO,USUARIO,rol_codigo = rol_info['codigo'] if rol_info else 'USUARIO'
/app/backend/modules/auth/context_service.py,456,MEDIO,"SUPERADMIN, ADMIN","tiene_acceso_global = rol_codigo in ('SUPERADMIN', 'ADMIN')"
/app/backend/modules/auth/routes.py,10,BAJO,Usuario,"or payload.get(""IDUsuario"")"
/app/backend/modules/auth/routes.py,37,BAJO,Usuario,- GET /auth/me - Usuario actual
/app/backend/modules/auth/routes.py,129,BAJO,Usuario,"role = user_data.get(""role"", ""Usuario"")"
/app/backend/modules/auth/routes.py,291,BAJO,Usuario,"raise HTTPException(status_code=401, detail=""Usuario no encontrado"")"
/app/backend/modules/auth/routes.py,294,BAJO,Usuario,"role = user_data.get(""role"", ""Usuario"")"
/app/backend/modules/auth/routes.py,348,BAJO,Usuario,"raise HTTPException(status_code=401, detail=""Usuario no identificado"")"
/app/backend/modules/auth/routes.py,422,BAJO,Usuario,"raise HTTPException(status_code=404, detail=""Usuario no encontrado"")"
/app/backend/modules/auth/routes.py,450,BAJO,Usuario,"raise HTTPException(status_code=404, detail=""Usuario no encontrado"")"
/app/backend/modules/auth/routes.py,485,BAJO,"SUPERADMIN, ADMIN","- Fuente de acceso (SUPERADMIN, ADMIN, RBAC, LEGACY, MIXTO)"
/app/backend/modules/auth/routes.py,502,BAJO,"Administrador, Supervisor, Usuario","- Rol legacy (Usuario, Supervisor, Administrador)"
/app/backend/modules/auth/routes.py,516,ALTO,"Administrador, Supervisor","current_user.get('role') in ['Supervisor', 'Administrador'] or"
/app/backend/modules/auth/routes.py,536,ALTO,"Administrador, Supervisor","current_user.get('role') in ['Supervisor', 'Administrador'] or"
/app/backend/modules/auth/routes.py,541,ALTO,"Administrador, Supervisor","current_user.get('role') in ['Supervisor', 'Administrador']"
